abandon,放弃+放纵
script,剧本+脚本
scripture,经文+圣典
scroll,卷轴+纸卷+画卷
scrub,矮树丛+身体矮小的人+用力擦洗
scruple,顾忌+迟疑+顾忌
scrutable,可以理解的
scrutinize,详细检查+细读
scuff,拖着脚走
sculpt,雕刻
sculptor,雕刻家
scurrilous,下流的
scurry,急跑+疾行
scurvy,卑鄙的+可鄙的
scythe,大镰刀
seam,缝+接缝
seamy,肮脏的+恶劣的
sear,(以烈火)烧灼
seasoned,有经验的+训练有素的
seasoning,调味品+佐料
secede,正式脱离或退出(组织)
secrete,隐藏+分泌
secretive,守口如瓶的
secular,世俗的+尘世的
secure,安全的+稳固的+固定+使安全
securities,证券
sedate,镇静的
sedative,(药物)镇静的+镇静剂
sedentary,久坐的
sediment,沉淀物+渣
sedulity,勤奋+勤勉
sedulous,聚精会神的+勤勉的
seedling,幼苗
seemly,得体的+适宜的
seep,(液体等)渗漏
seethe,沸腾+汹涌
segment,部分
seine,拉网+大捕鱼网
seismic,地震的
semblance,外貌+相似
seminal,有创意的
seminary,神学院
sensation,知觉+轰动(的事)
sensible,明智的+可感觉到的
sensitive,敏感的
sensitivity,敏感+灵敏性
sensitization,敏化
sentient,有知觉的+知悉的
sentiment,多愁善感+思想感情
sentinel,哨兵+卫兵
separate,使分开+不同的+独自的
septic,受感染的+腐败的
sepulchral,坟墓的+阴深的
sequential,连续的+一连串的
sequester,(使)隐退+使隔离
seraphic,如天使般的+美丽的
sere,干枯的+凋萎的
serene,清澈的+晴朗的+安静的
serial,连续的+一系列的
sermon,布道+说教+训诫
serrate,锯齿状的
serrated,呈锯齿状的
serried,密集的
serviceable,可用的+耐用的
servile,奴性的+百依百顺的
servitude,奴役+劳役
setback,挫折
settle,安置于+决定+栖息
settled,固定的
sever,切断+脱离
severe,严格的+凶猛的
sewer,排水沟+下水道
sextant,六分仪(航海定向仪器)
shackle,脚镣+枷锁
shale,页岩(一种由似泥土细粒的沉淀物层组成的易分裂的岩石)
sham,虚假+伪装
shambles,凌乱景象+杂乱无章
shard,(陶器等)碎片
shattered,粉碎的+破坏的
shavings,刨花
shear,剪(羊毛)+剪发
sheath,(刀、剑)鞘、套
sheathe,将(刀+剑等)插入鞘
shed,流出(眼泪等)+脱落(叶子)
sheer,完全的+陡峭的+极薄的
shell,贝壳+炮弹+剥去…的壳
shelter,掩蔽处+掩蔽+庇护+保护
shelve,搁置
sheriff,警长+县治安官
shield,盾+掩护+遮挡
shiftiness,奸诈
shiftless,没有决断力的+偷懒的+无能的
shingle,木瓦+屋顶板+木质小招牌
shipshape,整洁的+井然有序的
shirk,逃避+规避
shoal,浅滩+浅水处+一群(鱼等)+水浅的
shoddy,劣质的+冒充好货的
shoot,嫩芽+新芽
shoplift,在商店里偷窃货品
shopworn,在商店中陈列旧了的
shoulder,肩+路肩
shove,推挤+猛推
shrewd,判断敏捷的+精明的
shriek,尖叫
shrine,神龛+圣地
shrink,收缩+皱缩
shroud,寿衣+遮蔽物+覆盖
shrub,灌木
shrug,耸肩(表示怀疑等)
shuck,(植物的)壳+夹+无用之物
shudder,战栗+发抖
shun,避免+闪避
shunt,使(火车)转到另一轨道+转移方向
sibilant,发出咝咝声的
sibling,兄弟或姊妹
sibyl,女预言家+女先知
sidereal,恒星的
sideshow,杂耍+穿插表演
sidestep,横跨一步以躲避+回避
siege,包围+围攻
sift,筛+过滤
signal,信号+发信号+显著的
significant,相当数量的+意义重大的
signify,表示+有重要性
sill,门槛+窗台
silt,淤泥+淤沙
silversmith,银匠
simper,痴笑+傻笑
simpleton,笨蛋
simulate,假装+模仿
simultaneous,同时发生的
sincere,诚实的+正直的+真挚的+纯净的
sinecure,挂名差事+闲职
sinew,腱+肌肉)+力量
singe,(轻微地)烧焦+烫焦
singularity,独特+奇点(天文学上密度无穷大、体积无穷小的点)
sinuous,蜿蜒的+迂回的
sip,啜饮
siren,汽笛+警报器
skeleton,骨架+骨骼+提纲
sketchy,概略的+粗略的
skew,不直的+歪斜的
skewer,(烤肉用的)穿肉杆+用杆穿好
skiff,轻舟+小船
skillet,煎锅
skim,从液体表面撇去+浏览+略读
skimp,节省花费
skinflint,吝啬鬼
skirmish,小战+小争吵
skirt,环绕+逃避
skit,幽默讽刺短剧
skyscraper,摩天大楼
slab,厚板+厚块
slack,懒散的+懈怠的+(绳)松弛的+松懈+怠惰
slacken,(使)松弛+放松
slag,炉渣+矿渣
slake,解渴+消渴
slander,诽谤+诋毁
slanderous,诽谤的
slant,倾斜+斜面+看法
slate,石板+候选人名单+提名
slaughter,屠杀+屠宰
sleigh,(马拉的)雪橇
slew,(使)旋转+大量
slice,切成片+薄片
slick,熟练的+圆滑的+光滑的
slight,微小的+轻蔑
slippage,滑动+下降
slippery,滑的+狡猾的
slipshod,马虎的+草率的
slither,(蛇)滑动+扭动前进
sliver,长条+裂成细片
sloppy,邋遢的+不整洁的
slot,狭孔
sloth,懒惰+树獭(一种动物)
slouch,没精打采的样子+没精打采地坐(站、走)
slough,(蛇等)蜕皮+(蛇等的)蜕皮
sluggard,懒鬼
sluice,水门+水闸+冲洗
slumber,睡眠+安睡+安睡
slur,含糊不清地讲
slurp,大声地啜喝
sly,狡猾的+鬼鬼祟祟的
smarmy,虚情假意的
smart,痛苦+时髦的+聪明的
smattering,略知+少数
smear,油渍+污点+弄脏+玷污
smirk,假笑+得意地笑
smooth,光滑的+平稳的+弄平+使光滑+消除
smother,覆盖+(使)闷死
smudge,渍痕+弄脏
smug,自满的+自命不凡的
smuggle,走私+私运
snare,罗网+陷阱
snarl,纠缠+混乱
snatch,强夺+攫取
sneaking,秘密的+不公开的
sneer,嘲笑+鄙视
snide,讽刺的+含沙射影的
snip,剪断
snitch,告密+偷
snobbish,势利眼的+假充绅士的
snowdrift,雪堆
snub,冷落+不理睬
snug,温暖的+舒适的
soak,浸泡+渗透
soar,高飞+翱翔+猛增
sober,清醒的+庄重的
sobriety,节制+庄重
sock,重击+痛打
sod,草地+草坪
sodden,浸透了的
soggy,湿透的
soil,弄脏+污损
solace,安慰+慰藉
solder,焊接+焊合
solemn,严肃的+庄严的+黑色的
solemnity,庄严+肃穆
solicit,恳求+教唆
solicitous,热切的+挂念的
solicitude,关怀+牵挂
solidarity,团结+一致
solidify,巩固+(使)凝固+(使)团结
solitary,孤独的+隐士
solitude,孤独
solo,单独的+独唱
soluble,可溶的+可以解决的
solvent,有偿债能力的+溶剂
somatic,肉体的
somber,忧郁的+阴暗的
sonata,奏鸣曲
sonnet,十四行诗
soot,黑烟灰+油烟
soothe,抚慰+减轻
sop,泡过的食品+安慰品
sophism,诡辩+诡辩法(术)
sophisticated,老于世故的+(仪器)精密的
sophistication,诡辩+强词夺理+久经世故+老练+精明
sophistry,诡辩
soporific,催眠的+安眠药
sopping,浑身湿透的
sorcery,巫术+魔法
sordid,卑鄙的+肮脏的
souvenir,纪念品
sovereign,最高统治者+元首
sovereignty,主权+统治权
sow,母猪+播种
spackle,填泥料(用以填塞裂缝和洞穴)
span,跨度+两个界限间的距离
spank,打+拍打(在屁股上)
sparing,节俭的
spark,火花+火星
sparring,拳击+争斗
sparse,稀少的+贫乏的
spartan,简朴的+刻苦的
spat,口角+小争论
spate,大批+大量+(水)泛滥
spatial,有关空间的+在空间的
spatula,(调拌等用的)抹刀
spawn,(鱼等)卵子+大量生产
spear,矛+嫩叶+刺戳
specialize,专门研究
specialized,专门的
specifics,细小问题+细节
specimen,范例+样品+标本
specious,似是而非的+华而不实的
speck,斑点+少量
spectacular,壮观的+引人入胜的
spectator,观众+观看者
specter,鬼魂+幽灵+恐惧
spectral,幽灵的
spectrum,光谱+范围
speculate,沉思+思索+投机
speculative,投机的+推理的+思索的
spell,连续的一段时间
spendthrift,adj.挥金如土的(人)
spike,长钉+大钉
spin,旋转+纺+纺纱+旋转
spindly,细长的+纤弱的
spineless,没骨气的+懦弱的
spiny,针状的+多刺的+棘手的
spire,(教堂)尖顶
spiritual,精神的
spite,怨恨+恶意
spleen,怨怒
splendor,壮丽+辉煌
splice,接合+衔接
splint,(固定断骨的)夹板+托板
split,分裂+裂开
splurge,炫耀+摆阔
spoil,损坏+破坏+溺爱
spoke,(车轮上)辐条
spongy,像海绵的+不坚实的
spontaneity,自然+自发
spontaneous,自发的+自然的
spoof,揶揄+嘲讽
sporadic,不定时发生的
sport,炫耀+卖弄
sprain,扭伤
sprawling,植物蔓生的+(城市)无计划地扩展的
sprig,嫩枝+小枝
sprightly,愉快的+活泼的
sprout,长出+萌芽+嫩芽
spruce,云杉+整洁的
spur,刺激+激励+用马刺刺马
spurious,假的+伪造的
squabble,争吵
squalid,污秽的+肮脏的
squall,短暂、突然且猛烈的风暴+短暂的骚动
squalor,不洁+污秽
squander,浪费+挥霍
square,一致+符合+结清
squash,压碎+挤压+南瓜
squat,蹲下+矮胖的
squeeze,压+挤+压榨+紧握
squelch,压制+镇压
squint,斜视
squirrel,松鼠
staccato,(音乐)断音的+不连贯的
stagnant,停滞的
staid,稳重的+沉着的
stain,玷污+染色
stake,柱桩+赌注
stale,不新鲜的+陈腐的
stalemate,和棋局面+僵局
stalk,隐伏跟踪(猎物)
stall,使停止+使延迟
stalwart,健壮的+坚定的
stammer,口吃+结巴
stamp,跺脚+在…上盖印
stance,站姿+立场
stanch,制止(血液)+止住
stanza,(诗)节+段
staple,主要产品
starchy,含淀粉的+刻板的
stark,(外表)僵硬的+完全的
startle,使吃惊
stasis,停滞
static,静态的+呆板的
stationary,静止的+不动的
statuary,雕像+雕塑艺术
stature,身高+身材
status,身分+地位
statute,法规+法令
statutory,法定的+受法令所约束的
steadfast,忠实的+不变的
stealth,秘密的行动
steep,浸泡+浸透
steer,操舵+驾驶+公牛+食用牛
stellar,星的+星球的
stem,(植物的)茎+叶柄+阻止+遏制(水流等)
stench,臭气+恶臭(stink)
stencil,(用以刻写图案、文字的)模板+用模板刻写
stentorian,(指声音)极响亮的
stereotype,固定形式+老套
sterile,贫瘠且无植被的+不孕的+无细菌的
sterilize,使不育+杀菌
stern,船尾
stethoscope,听诊器
stickler,坚持细节之人
stiff,僵直的+呆板的+严厉的
stifle,感到窒息+抑止
stigma,耻辱的标志+污点
stigmatize,污蔑+玷污
stilted,(文章+谈话)不自然的+夸张的
stimulant,兴奋剂+刺激物
stimulus,刺激物+激励
sting,刺痛+叮螫+螫刺
stinginess,小气
stingy,吝啬的+小气的
stint,吝惜+节省
stipple,点画+点描
stipulate,要求以…为条件+约定
stipulation,规定+约定
stir,刺激
stitch,(缝纫时的)一针+一钩+缝合
stock,普通的+惯用的+存货
stockade,栅栏+围栏
stocky,矮胖的+粗壮的
stodgy,乏味的
stoic,坚忍克己之人
stoke,给…添加燃料
stolid,无动于衷的
stomach,吃得下+容忍
stonewall,拖延议事+设置障碍
stout,肥胖的+强壮的
stowaway,(藏于轮船、飞机中的)偷乘者
straightforward,正直的+易懂的+直截了当的
strait,海峡+狭窄的
strand,绳线的一股+搁浅
stranded,搁浅的+进退两难的
stratagem,谋略+策略
stratify,(使)层化
stratum,地层+社会阶层
stray,偏离+迷路+迷了路的+零落的
streak,线条+条纹+加线条
stream,小溪+水流+倾注+涌流
stretch,变长+伸展
strew,撒+散播
striate,在…加上条纹
striated,有条纹的
stricture,严厉谴责+束缚
stride,大步行走
strident,尖声的+刺耳的
strife,纷争+冲突
striking,引人注目的+明显的
stringent,(规定)严格的+苛刻的+缺钱的
strip,剥去+狭长的一片
strive,奋斗+努力
stroke,抚摸+击+打+一笔
stroll,漫步+闲逛
strut,趾高气扬地走+支柱
stubborn,固执的+难以改变的
studied,慎重的+认真习得的
stuffy,(空气)不新鲜的+闷气的
stultify,使变得荒谬可笑+使无用
stunning,极富魅力的
stunt,阻碍(成长)+特技+绝技
stupor,昏迷+不醒人事
sturdy,(身体)强健的+结实的
stutter,口吃+结巴
stygian,阴暗的+阴森森的
stylus,铁笔
stymie,妨碍+阻挠
subdue,征服+压制+减轻
subdued,(光和声)柔和的+缓和的+(人)温和的
subject,受支配的人+隶属
subjective,主观的+想象的
subjugate,征服+镇压
sublime,崇高的
subliminal,潜意识的
submission,恭顺
submit,屈服+提交+呈递
suborn,收买+贿赂
subpoena,(法律)传票+传讯
subsequent,随后的+后来的+连续的
subside,(建筑物等)下陷
subsidiary,辅助的+次要的
subsidy,补助金
subsistence,生存+生计+存在
substance,大意+根据+实质+物质
substantial,坚固的+结实的+实质的
substantiate,证实+确证
substantive,根本的+独立存在的
substitute,代替品+代替
subsume,包含+包容
subterfuge,诡计+托辞
subterranean,地下的
subtle,微妙的+精巧的
subtract,减去+减掉
subversive,颠覆性的+破坏性的
subvert,颠覆+推翻
succinct,简明的+简洁的
succor,救助+援助
succumb,屈从+因…死亡
suffice,足够+(食物)满足
sufficient,足够的
suffocate,(使)窒息而死
suffrage,选举权+投票权
suffragist,参政权扩大论者+妇女政权论者
suffuse,(色彩等)弥漫+染遍
suggestive,暗示的
suitcase,手提箱+箱子
sulky,生气的
sullen,忧郁的
sultry,闷热的+(人)风骚的
summarily,ad概括地+仓促地
summary,摘要+概要+摘要的+简略的
summation,总结+概要+总数+合计
summon,召见+召集
sumptuous,豪华的+奢侈的
sunder,分裂+分离
superb,上乘的+出色的
supercilious,目中无人的
superficial,表面的+肤浅的
superficiality,浅薄
superfluity,多余的量
superfluous,多余的+累赘的
superimpose,加在上面
superintend,监督
superiority,优越(感)
supernova,超新星
supersede,淘汰+取代
supervise,监督+管理
supine,仰卧的+懒散的
supplant,排挤+取代
supple,伸屈自如的
supplement,增补+补充
suppliant,恳求的+哀求的+恳求者
supplicant,乞求者+恳求者
supplicate,恳求+乞求
supremacy,至高无上+霸权
supreme,至高的+极度的
surcharge,对…收取额外费用+附加费
surfeit,(食物)过量+过度+使过量
surge,波涛汹涌+波动
surgeon,外科医师+军医+船上的医生
surly,脾气暴躁的+阴沉的
surmise,推测+猜测+推测
surmount,克服+战胜
surpass,超过
surplus,过剩的+盈余的
surrealism,超现实主义
surrender,投降+放弃+归还
surreptitious,鬼鬼祟祟的
surrogate,代替品+代理人
surveyor,测量员
survive,幸存
susceptibility,易感性
susceptible,易受影响的+脆弱的
suspect,怀疑+嫌疑犯+可疑的
suspend,暂缓+中止+吊+悬
suspense,悬念+挂念
suspicion,怀疑+觉察+嫌疑
suspicious,怀疑的
sustain,承受(困难)+支撑(重量)
sustained,持久的+经久不衰的
sustenance,食物+粮食+生计
suture,(伤口的)缝线+缝合
svelte,(女人)体态苗条的
swagger,大摇大摆地走
swallow,吞下+咽下+忍受
swamp,沼泽+使陷入+淹没
sway,摇动+摇摆+影响使改变+摇动
swell,肿胀+增强
sweltering,酷热的
swerve,突然改变方向
swift,迅速的+敏捷的
swill,冲洗+痛饮
swindle,诈骗
swine,猪
swing,摇摆+旋转+秋千
swirl,旋转+漩
sybarite,奢侈逸乐的人
sybaritic,放纵的
sycophant,马屁精
syllabus,教学纲要
symbiosis,共生(关系)
symmetry,对称+均衡
symphony,交响乐+交响曲
synchronous,同时发生的
syndrome,综合症状
synergic,协同作用的
synopsis,摘要+概要
synoptic,摘要的
synthesis,综合+合成
syringe,注射器
table,搁置+不加考虑
taboo,讳忌的+禁忌
tacit,心照不宣的
taciturn,沉默寡言的
tackiness,胶粘性
tackle,处理+滑车
tact,机智+圆滑
tactic,(达到目的的)手段+战术
tactile,有触觉的
tadpole,蝌蚪
tag,鞋带+附属物+标签
taking,楚楚动人的
talisman,避邪物+护身符
tally,(使)一致+符合
talon,猛禽的锐爪
tambourine,铃鼓+手鼓
tame,驯服的+沉闷的
tamp,捣实+砸实
tamper,损害+窜改
tan,鞣(革)
tangential,切线的+离题的
tangible,可触摸的
tangle,缠结+纷乱
tango,探戈舞
tangy,强烈的+扑鼻的
tantalize,挑惹+挑逗
tantamount,与…相等的
tantrum,发脾气+发怒
taper,细蜡烛+(长形物体的)逐渐变细
tapestry,挂毯
tardy,缓慢的+迟缓的
tare,莠草+杂草
tariff,关税
tarnish,失去光泽+晦暗
tarpaulin,防水油布
tart,酸的+尖酸的
tasty,味道好的
tatty,简陋的+不整洁的
taut,绷紧的
tauten,拉紧+绷紧
tawdry,华而不实的+俗丽的
taxing,繁重的
taxonomist,分类学家
tear,撕裂
tease,逗乐+戏弄+强求+揶揄+戏弄+取笑
technocrat,技术管理人员
tedious,冗长的+沉闷的
tedium,单调乏味
teeter,摇摆+踌躇
telling,有效的+显著的
temerity,鲁莽+大胆
temp,做临时工作
temper,锤炼+缓和+脾气
tempest,暴风雨+骚动
tempestuous,狂暴的
tempo,(动作、生活的)步调+速度
temporal,时间的+世俗的
temporize,拖延+见风使舵
temptation,诱惑+诱惑物
tenable,站得住脚的+无懈可击的
tenacious,坚韧不拔的
tenacity,坚持+固执
tenant,房客
tend,照料+看顾
tendentious,有偏见的
tender,(希望对方接受的意见等)
tenet,信念+信条+教义
tenor,男高音+要点+要旨
tension,紧张+焦虑+张力
tentative,试探性的+尝试性的
tenuous,细薄的+稀薄的+空洞的
tenure,任期+终身职位
tepid,微温的
terminal,末端的+终点站+终端
terminate,终止+结束
termination,终点
terminology,术语+术语学
terminus,(火车+汽车)终点站
termite,白蚁
terrace,一层梯田+阳台
terrain,地势+地形
terrestrial,地球的+陆地的
terse,简洁的+简明的
testament,遗嘱+证明
testator,立遗嘱的人
testify,见证+证实
testimony,证言+证明
testiness,易怒
testy,性急的+暴躁的
tether,用绳或链拴住(牲畜)+(拴牲畜的)绳或链+限度+范围
texture,质地+结构
thatch,以茅草覆盖+茅草屋顶+茅草
thaw,解冻+溶化
thematic,主题的
theocracy,神权政治
theoretical,不切实际的+理论(上)的
therapeutic,治病的
thermal,热的+热量的+温暖的热气流
thesis,论题+论文
thicket,树丛+灌木丛
thorn,刺+荆棘
thread,螺纹
threadbare,磨破的+陈腐的
threat,威胁+恐吓+凶兆
thrive,茁壮成长
throne,宝座+王位
throng,一大群+拥挤
throwback,返祖现象+复旧
thrust,猛力推+刺+戳
thwart,阻挠+使…受挫
tickler,棘手的问题+难题
ticklish,怕痒的+易怒的
tidy,整齐的+整洁的
tiff,吵嘴+呕气
tightfisted,吝啬的
tilt,(使)倾斜+倾斜+斜坡
timber,木材+(人)品质
timbre,音色+音质
timely,适时的+及时的
timid,胆怯的
timidity,胆怯
timorous,胆小的+胆怯的
tinder,火绒+火种
tined,尖端的
tinker,补锅工人+拙劣修补
tint,色泽+给…淡淡地着色
tirade,长篇的攻击性讲话
tire,轮胎(tyre)+疲劳
tissue,细胞组织+薄纸+棉纸
titanic,巨人的+力大无比的
titular,有名无实的+名义上的
toady,谄媚者+马屁精
toil,辛苦+辛勤劳作
tolerance,容许量+公差+容忍+忍受
toll,过路(桥)费+伤亡人数+损失+(缓慢而有规律地)敲
tombstone,墓碑+墓石
tongs,夹子+钳子
tonic,增进健康之物+补品+滋补的
tonsorial,理发师的+理发的
topple,倾覆+推倒
torment,折磨+痛苦
tornado,飓风+龙卷风
torpid,懒散的+死气沉沉的
torpor,死气沉沉
torque,转矩+项圈
torrent,洪流+急流
torrential,奔流的+洪流的
tortuous,弯弯曲曲的
toss,投+掷+使摇动
totalitarian,极权主义的
totem,图腾+徽章
totter,摇摇欲坠+步履蹒跚
touchy,敏感的+易发脾气的
toupee,男用假发
tournament,比赛+(旧时)骑士比武大会
tourniquet,止血带
tout,招徕顾客+极力赞扬
toxic,有毒的+中毒的
toxin,毒素+毒质
toy,不认真考虑+玩弄
traceable,可追踪的
track,足迹+踪迹+轨道+小道+跟踪
tract,传单+大片土地
tractability,温顺
tractable,易于驾驭的+温顺的
tragedy,悲剧+惨事+灾难
trait,人的显著特性
traitor,卖国贼+叛徒
trajectory,(抛射物)弹道轨道
trample,踩坏+践踏
trance,恍惚+昏睡状态
tranquility,宁静+安静
transaction,办理+交易
transcend,超越+胜过
transcendent,超越的+卓越的+出众的
transcendental,超越经验的
transcribe,抄写+转录
transfer,转移+传递+调任+转让
transfigure,美化+改观
transgress,冒犯+违背
transgression,违法+罪过
transience,短暂
transient,短暂的+转瞬即逝的
transition,过渡时期+转变
transitory,短暂的
translucent,(半)透明的
transmit,传送+传播
transmute,变化+变作
transparent,透明的+直率的
transplantation,移植
transport,运输+狂喜
transpose,变换位置+调换
trapeze,空中秋千
traverse,横穿过+横跨
travesty,歪曲模仿+曲解
treacherous,背叛的+叛逆的+奸诈的
treason,叛国罪
treatise,论文
treaty,条约+协议
tremendous,惊人的+巨大的
tremor,震动+地震
trenchant,一针见血的
trend,趋势+倾向
trepidation,恐惧+惶恐
trespass,侵犯+闯入私人领地
tribunal,法庭+裁判所
tribute,赞辞+贡物
trickle,一滴滴地流+细流
trifle,微不足道+琐事
trigger,扳机+引发+导致
trilogy,三部曲
trim,修剪+井井有条的
trinket,小装饰品+不值钱的珠宝
trio,三重奏+三重唱+三人一组
tripod,画架+三脚架
trite,陈腐的+陈词滥调的
triumph,凯旋+胜利+欢欣
trivial,琐细的
trophy,奖品+战利品
troupe,歌唱团+剧团
trowel,泥刀+小铲子
truancy,逃学+旷课
truce,停战+休战(协定)
truculent,残暴的+凶狠的
trudge,跋涉
trumpet,喇叭+小号
truncate,把(某物)截短+去尾
trunk,树干+大衣箱
truss,桁架+支架+干草的一捆
trustworthy,值得信赖的+可靠的
tuber,块茎+球根
tumult,乱哄哄
turbulent,导致动乱的+骚乱的
turgid,浮肿的+肿胀的+浮夸的
turmoil,混乱+骚乱
turncoat,背叛者+变节者
turpitude,邪恶+卑鄙(行为)
turquoise,绿松石+碧绿的
turret,塔楼+角塔
tusk,(象)长牙
tussle,扭打+搏斗+争辩
tutor,助教+监护人+辅导
tuxedo,礼服+无尾礼服
twig,小枝+嫩枝
twinge,(生理+心理上的)剧痛
typo,排印错误
typographical,印刷上的
tyranny,暴政+专制统治+暴行
tyrant,暴君
tyro,新手
ubiquitous,无所不在的
ugly,难看的+可怕的
ulcer,溃疡+腐烂物
ultimate,最后的
umbrage,不快+愤怒
umpire,裁判+对…进行仲裁
unaffected,自然的+不矫揉造作的
unanimous,全体意见一致的
unassuming,不摆架子的+不造作的
unbecoming,不合身的+不得体的
unbend,弄直+放松
uncanny,神秘的+不可思议的
uncommitted,不受约束的+不承担责任的
unconscionable,无节制的+过度的
unconscious,不省人事的+未意识到的
uncouth,粗野笨拙的
unctuous,油质的+油腔滑调的
underbid,要价过低
undercut,削价与(竞争者)抢生意
underdog,受欺负者+弱者
underestimated,低估的
undergird,加强
underhanded,不光明的+卑鄙的
underling,下属+手下
underlying,在下面的+根本的
undermine,破坏+损坏
underplay,淡化…的重要性+表演(角色)不充分
underrate,低估+轻视
underscore,在…之下划线+强调
understate,掩饰地说+轻描淡写地说
understated,不完全陈述的+轻描淡写的
understatement,轻描淡写的陈述+不充分的陈述
understudy,预备演员+替角+充当…的替角
underutilized,未充分利用的
underwrite,同意负担…的费用+为…保险
undeserved,不应得的
undesirable,令人不悦的+讨厌的
undirected,未受指导的
unearth,挖出+发现
unearthly,奇异的
unenlightened,愚昧无知的+不文明的
unexceptionable,无可非议的
unfailing,无尽的+无穷的
unfasten,解开
unfeigned,真实的+不作假的
unflappable,不惊慌的+镇定的
unfold,展开+打开+逐渐呈现
unfounded,无事实根据的
ungainly,笨拙的
ungrudging,慷慨的
unguent,药膏+软膏
unicorn,(传说中的)独角兽
unidimensional,一方面的+一维的
unification,统一+一致
uniform,制服+相同的+一致的
unify,统一+使成一体+使相同
unimpassioned,没有激情的
unimpeachable,无可指摘的+无可置疑的
uninitiated,外行的+缺乏经验的
unique,独一无二的+独特的+无与伦比的
univocal,意思明确的
unjustified,未被证明为正当的+无法解释的
unjustly,ad不义地+不法地
unkempt,(衣服、头发)不整洁的
unleash,发泄+释放
unmitigated,未缓和的+未减轻的+全然的
unmoved,无动于衷的+冷漠的+镇定的
unnoticed,不引人注意的
unobtrusive,不引人注目的
unpalatable,令人讨厌的
unprecedented,前所未有的
unpremeditated,非预谋的
unprepossessing,不吸引人的
unpretentious,不炫耀的
unprincipled,肆无忌惮的
unproductive,徒然的+无成效的
unprovoked,(生气等)无缘无故的
unqualified,无资格的+无限制的+绝对的
unravel,解开+拆散
unregenerate,不知悔改的
unregulated,未受管理的+未受约束的
unremitting,不间断的+持续的
unrepentant,不悔悟的+不后悔的
unrequited,无报答的
unreserved,无限制的+未被预定的
unscathed,未受损伤的+未遭伤害的
unscented,无气味的<e无气味的(without scent)
unscrupulous,肆无忌惮的
unscrupulousness,狂妄+肆无忌惮
unseemly,不适当的+不宜的
unsettle,使不安宁+搅乱
unsettling,令人不安的+扰乱的+使窘困的
unsound,不结实的+不坚固的+无根据的
unspoiled,未损坏的+未宠坏的
unspotted,清白的+无污点的
unstinting,极为慷慨的+大方的
unsubstantiated,未经证实的+无事实根据的
untapped,未开发的+未利用的
unthreatening,不威胁的
untimely,过早的+不适时的
untold,无数的+数不清的
untoward,不幸的+(坏事)没料到的
untutored,未经教育的
unwarranted,没有根据的
unwieldy,笨重的+笨拙的
unwitting,无心的+不经意的
unwonted,不寻常的+不习惯的
unworldly,非世俗的+精神上的
upbraid,斥责+责骂
upgrade,提升+给…升级
upheaval,动乱+大变动
uphold,维护+支持
upright,垂直的+正直的
uproar,喧闹+骚动
uproarious,骚动的+喧嚣的+令人捧腹的
upstage,骄傲的+高傲的
upswing,上升+增长
urgent,迫切的+紧急的
usurp,篡夺+霸占
usury,放高利贷
utilitarian,功利的+实利的
utilize,利用+使用
utopia,理想国+理想的完美境界
utopian,乌托邦式的+梦想的
utter,完全的+发出声音
vaccinate,给…接种疫苗
vaccine,牛痘苗+疫苗
vacillate,游移不定+踌躇
vacuous,发呆的+愚笨的
vagary,奇想+异想天开
vagrancy,游荡+流浪
vagrant,漂泊的+流浪汉+无赖
vague,模糊的
vain,自负的+徒劳的
valediction,告别演说
valedictory,告别的+离别的
valiant,勇敢的+英勇的
validate,使…生效
valorous,勇敢的
valve,活门+阀门
vandalism,(对公物等)恶意破坏
vandalize,肆意破坏
vanilla,香草+香子兰
vanity,虚荣+自负
vanquish,征服
vantage,优势+有利地位
vapid,索然无味的
vaporization,蒸发
vaporize,(使)蒸发
vaporous,无实质的
variance,矛盾+不同
variegate,使…多样化
variegation,杂色+班驳
varnish,清漆+涂上清漆
vascular,血管的+脉管的
vault,拱顶+地窖
vaunting,吹嘘的
veer,转向+改变(话题等)
vehicle,交通工具+传播媒介
veil,面纱+遮蔽物+掩蔽物+以面纱掩盖
velocity,速度+迅速
venal,惟利是图的+贪赃枉法的
vendetta,世仇+宿怨
vendor,小贩
veneer,(镶于劣质东西上的)镶面板+外表
venerate,崇敬+敬仰
vengeance,报仇+报复
vengeful,报复的+复仇心理的
venial,(错误等)轻微的+可原谅的
venom,毒液+恶毒+痛恨
vent,发泄(情绪)+开孔+孔+口
ventilate,使…通风+透风
ventriloquist,口技表演者+会口技的人
veracious,诚实的+说真话的
veracity,真实性+诚实
verbal,口头的+与言辞有关的
verbiage,罗嗦+冗长
verbose,冗长的+罗嗦的
verdant,青葱的+翠绿的
verdict,判决+决定
verdigris,铜锈+铜绿
verified,检验的+核实的
verify,证明+证实
verisimilar,好像真实的+可能的
veritable,确实的+名副其实的
vernacular,本国语+地方语
versatile,多才多艺的+多用途的
verse,诗歌
vertex,(三角形等)顶角+顶点
vertical,垂直的
vertigo,眩晕
verve,(艺术作品的)神韵+(人)生机
vessel,血管+容器+船只
vestige,痕迹+遗迹
vestigial,退化的
vestment,(作礼拜时教士的)法衣+官服
veteran,老兵+老手+经验丰富的
veterinary,兽医的
veto,否决+禁止
vex,恼火
vexation,困扰+苦恼
viability,生存能力+存活力
viable,可行的+能活下去的
viaduct,高架桥
vibrancy,生机勃勃+活泼
vibrant,振动的+明快的+生机勃勃的
vibrate,颤动+振动
vicar,教区牧师
vicarious,替代的+代理的
